total_time_taken,total_frames,individual_fps,average_fps,vsr_time__001,vsr_time__002,vsr_time__003,vsr_time__004,vi_time__001,vi_time__002,vi_time__003,vi_time__004,input_resolution
6.503720284,1200,19.57400458,184.5097802,70,1650915739,1650915740,1.63999176,70,1650915740,1650915742,1.936177015,216000
,,23.91078969,,70,1650915742,1650915743,1.136740685,70,1650915743,1650915745,1.790805101,216000
