total_time_taken,total_frames,individual_fps,average_fps,vsr_time__001,vsr_time__002,vsr_time__003,vsr_time__004,vi_time__001,vi_time__002,vi_time__003,vi_time__004,input_resolution
33.36576247,1200,24.25930613,35.96501057,400,1650916023,1650916028,5.803337097,400,1650916028,1650916039,10.68516278,216000
,,23.70055106,,400,1650916039,1650916045,6.029998064,400,1650916045,1650916056,10.84724331,216000
