total_time_taken,total_frames,individual_fps,average_fps,vsr_time__001,vsr_time__002,vsr_time__003,vsr_time__004,vi_time__001,vi_time__002,vi_time__003,vi_time__004,input_resolution
4.573737621,1200,20.8529916,262.367477,40,1650915681,1650915682,0.827582359,40,1650915682,1650915683,1.090605736,216000
,,15.06280652,,40,1650915683,1650915685,1.519626856,40,1650915685,1650915686,1.135917187,216000
