total_time_taken,total_frames,individual_fps,average_fps,vsr_time__001,vsr_time__002,vsr_time__003,vsr_time__004,vi_time__001,vi_time__002,vi_time__003,vi_time__004,input_resolution
24.73490095,1200,24.03542361,48.51444533,300,1650915935,1650915940,4.511042833,300,1650915940,1650915948,7.970531464,216000
,,24.48315338,,300,1650915948,1650915952,4.255723476,300,1650915952,1650915960,7.997597218,216000
