total_time_taken,total_frames,individual_fps,average_fps,vsr_time__001,vsr_time__002,vsr_time__003,vsr_time__004,vi_time__001,vi_time__002,vi_time__003,vi_time__004,input_resolution
16.58068061,1200,23.68819268,72.37338613,200,1650915864,1650915867,3.172084808,200,1650915867,1650915873,5.270937204,216000
,,24.57710261,,200,1650915873,1650915876,2.866675854,200,1650915876,1650915881,5.270977497,216000
