total_time_taken,total_frames,individual_fps,average_fps,vsr_time__001,vsr_time__002,vsr_time__003,vsr_time__004,vi_time__001,vi_time__002,vi_time__003,vi_time__004,input_resolution
10.76726794,1200,21.9533909,111.4488844,100,1650915798,1650915800,1.668159962,100,1650915800,1650915803,2.88694191,216000
,,16.09745276,,100,1650915803,1650915805,2.782929659,100,1650915805,1650915809,3.429228544,216000
